SCT_ID,SCT_Code,SCT_DescriptionA_Type1,SCT_DescriptionA_Type2,SCT_DescriptionB,SCT_Semantic_Tags,SCT_Type,SCT_level
258335003,1,,Entire brain,,body structure,Concept,"2,3,4,5,6"
128259008,1,,Structure of artery of mediastinum,,body structure,Concept,"2,3,4,5,6"
362938003,1,,Exocrine gland structure,,body structure,Concept,"2,3,4,5,6"
181277001,1,,Entire pancreas,,body structure,Concept,"2,3,4,5,6"
3057000,1,,Nerve structure,,body structure,Concept,"2,3,4,5,6"
714321003,1,,Structure of urinary organ,,body structure,Concept,"2,3,4,5,6"
8279000,1,,Structure of pelvic viscus,,body structure,Concept,"2,3,4,5,6"
1193601008,1,,Structure of sensory organ,,body structure,Concept,"2,3,4,5,6"
846651007,1,,Structure of artery of thoracic cross-sectional segment of trunk,,body structure,Concept,"2,3,4,5,6"
302549007,1,,Entire face,,body structure,Concept,"2,3,4,5,6"
304623008,1,,Entire gonad,,body structure,Concept,"2,3,4,5,6"
119214008,1,,Large intestine part,,body structure,Concept,"2,3,4,5,6"
818972007,1,,Structure of organ within cavity of true pelvis,,body structure,Concept,"2,3,4,5,6"
181143004,1,,Entire orbital region,,body structure,Concept,"2,3,4,5,6"
272670002,1,,Structure of breast quadrant,,body structure,Concept,"2,3,4,5,6"
303409005,1,,Bladder and outflow structure,,body structure,Concept,"2,3,4,5,6"
181420004,1,,Entire lower urinary tract,,body structure,Concept,"2,3,4,5,6"
371195002,1,,Bone structure of upper limb,,body structure,Concept,"3,4,5,6,7"
714483002,1,,Structure of orbital region,,body structure,Concept,"3,4,5,6,7"
83555006,1,,Structure of lymphatic vessel,,body structure,Concept,"3,4,5,6,7"
43174007,1,,Gonadal structure,,body structure,Concept,"3,4,5,6,7"
279362001,1,,Structure of division of urinary tract,,body structure,Concept,"3,4,5,6,7"
2861001,1,,Entire gland (organ),,body structure,Concept,"3,4,5,6,7"
279005008,1,,Structure of region of breast,,body structure,Concept,"3,4,5,6,7"
119194000,1,,Joint part,,body structure,Concept,"3,4,5,6,7"
118633002,1,,Structure of artery of thorax,,body structure,Concept,"3,4,5,6,7"
360523004,1,,Thoracic aorta and its branches,,body structure,Concept,"3,4,5,6,7"
120577001,1,,Hand part,,body structure,Concept,"3,4,5,6,7"
3058005,1,,Peripheral nervous system structure,,body structure,Concept,"3,4,5,6,7"
771314001,1,,Cartilage structure,,body structure,Concept,"3,4,5,6,7"
182333009,1,,Entire axilla,,body structure,Concept,"3,4,5,6,7"
303455007,1,,Pelvic organ,,body structure,Concept,"3,4,5,6,7"
91833003,1,,Structure of anatomical junction,,body structure,Concept,"3,4,5,6,7"
272610005,1,,Surface region of head,,body structure,Concept,"3,4,5,6,7"
16982005,1,,Shoulder region structure,The body part defined by the shoulder joint and its surrounding structures,body structure,Concept,"3,4,5,6,7"
15776009,1,,Pancreatic structure,,body structure,Concept,"3,4,5,6,7"
421480009,1,,Lower extremity or both lower extremities,,body structure,Concept,"3,4,5,6,7"
119213002,1,,Small intestine part,,body structure,Concept,"4,5,6,7,8"
870401000004107,1,,Structure of lymphatic vessel and/or small blood vessel,"A vessel that includes lymphatic vessels, arterioles, capillaries and venules.",body structure,Concept,"4,5,6,7,8"
39499005,1,,Structure of artery of thorax AND/OR abdomen,,body structure,Concept,"4,5,6,7,8"
420657004,1,,Structure of shoulder and/or upper arm,,body structure,Concept,"4,5,6,7,8"
38781007,1,,Structure of appendicular skeleton,,body structure,Concept,"4,5,6,7,8"
714645007,1,,Entire gland,,body structure,Concept,"4,5,6,7,8"
361723007,1,,Entire skeletal system,,body structure,Concept,"5,6,7,8,9"
244202008,1,,Systemic artery of trunk,,body structure,Concept,"5,6,7,8,9"
44300000,1,,Entire vertebral column,,body structure,Concept,"5,6,7,8,9"
699690009,1,,Structure of vertebral region of cervical part of back,,body structure,Concept,"5,6,7,8,9"
1141983003,1,,Structure of cervical vertebral column region,"This volume includes the cervical segment of the spinal column, its spaces and contents, notably the spinal canal, spinal meninges and spinal cord within this segment. It also includes the muscles associated with the cervical spine within (and including) the anterior and posterior nuchal fascia in the neck. This region also includes the spinal ventral (anterior) and dorsal (posterior) roots, the dorsal root (spinal) ganglions and the cervical spinal nerve trunks of the cervical segment.",body structure,Concept,"5,6,7,8,9"
1217257000,1,,Structure of cervical and/or thoracic vertebral column region,,body structure,Concept,"10,6,7,8,9"
389072001,1,,Skin and/or subcutaneous tissue structure of trunk,,body structure,Concept,"10,6,7,8,9"
281158006,1,,Structure of pulmonary blood vessel,,body structure,Concept,"1,2,3,4,5,6"
127954009,1,,Skeletal muscle structure,,body structure,Concept,"1,2,3,4,5,6"
45292006,1,,Vulval structure,,body structure,Concept,"1,2,3,4,5,6"
29092000,1,,Venous structure,,body structure,Concept,"1,2,3,4,5,6"
10200004,1,,Liver structure,,body structure,Concept,"1,2,3,4,5,6"
59441001,1,,Structure of lymph node,,body structure,Concept,"1,2,3,4,5,6"
1893007,1,,Joint structure of shoulder girdle or upper limb,,body structure,Concept,"1,2,3,4,5,6"
361808006,1,,Entire skeletal muscle system,,body structure,Concept,"2,3,4,5,6,7"
181244000,1,,Entire upper gastrointestinal tract,,body structure,Concept,"2,3,4,5,6,7"
303270005,1,,Liver and/or biliary structure,,body structure,Concept,"2,3,4,5,6,7"
480000,1,,Cardiopulmonary circulatory system structure,,body structure,Concept,"2,3,4,5,6,7"
278876000,1,,Entire endocrine system,,body structure,Concept,"2,3,4,5,6,7"
362060003,1,,Entire venous system,,body structure,Concept,"2,3,4,5,6,7"
387910009,1,,Endocrine gland structure,,body structure,Concept,"2,3,4,5,6,7"
71616004,1,,Skeletal and/or smooth muscle structure,,body structure,Concept,"2,3,4,5,6,7"
896816002,1,,Joint structure of upper limb,,body structure,Concept,"2,3,4,5,6,7"
699997005,1,,Skeletal muscle and/or tendon structure,,body structure,Concept,"2,3,4,5,6,7"
61496007,1,,Cartilaginous tissue structure,,body structure,Concept,"2,3,4,5,6,7"
304066000,1,,Structure of thoracic great vessel,,body structure,Concept,"2,3,4,5,6,7"
87716009,1,,Orbital region structure,,body structure,Concept,"2,3,4,5,6,7"
181254001,1,,Entire large intestine,,body structure,Concept,"2,3,4,5,6,7"
699821001,1,,Structure of female anogenital region,,body structure,Concept,"2,3,4,5,6,7"
243984005,1,,Entire region of retroperitoneal space,,body structure,Concept,"3,4,5,6,7,8"
116007004,1,,Combined site,,body structure,Concept,"3,4,5,6,7,8"
699460007,1,,Structure of shoulder girdle region,,body structure,Concept,"3,4,5,6,7,8"
417461004,1,,Skin and/or subcutaneous tissue structure of head and/or neck,,body structure,Concept,"3,4,5,6,7,8"
62834003,1,,Upper gastrointestinal tract structure,"Oesophagus, stomach, and duodenum.",body structure,Concept,"3,4,5,6,7,8"
119184005,1,,Breast part,,body structure,Concept,"3,4,5,6,7,8"
3711007,1,,Structure of great blood vessel (organ),,body structure,Concept,"3,4,5,6,7,8"
302536002,1,,Entire joint,,body structure,Concept,"3,4,5,6,7,8"
82849001,1,,Retroperitoneal structure,,body structure,Concept,"4,5,6,7,8,9"
34201000,1,,Structure of soft tissues of head and neck,,body structure,Concept,"4,5,6,7,8,9"
314237003,1,,Type of vessel,,body structure,Concept,"4,5,6,7,8,9"
362701005,1,,Entire peritoneal sac,,body structure,Concept,"4,5,6,7,8,9"
818987002,1,,Structure of abdominopelvic cavity,"This cavity is bounded by, but excludes: superiorly the thoracic diaphragm; inferiorly the pelvic diaphragm; anteriorly the anterior abdominal (including the lateral abdominal wall); and posteriorly the wall of the abdominal proper segment of trunk. The pelvic component consists of the cavity of the true pelvis, which is bounded by the pelvic wall. Note, the contents and structures that form the boundaries are excluded from the cavity.",body structure,Concept,"4,5,6,7,8,9"
304036007,1,,Cervical region back structure,,body structure,Concept,"10,5,6,7,8,9"
362890006,1,,Entire serous sac,,body structure,Concept,"10,5,6,7,8,9"
118762006,1,,Peritoneal sac structure,,body structure,Concept,"10,5,6,7,8,9"
89545001,1,,Face structure,,body structure,Concept,"1,2,3,4,5,6,7"
14742008,1,,Structure of large intestine,,body structure,Concept,"1,3,4,5,6,7,8"
35549004,1,,Upper back structure,,body structure,Concept,"10,11,6,7,8,9"
123959000,1,,Neck part,,body structure,Concept,"10,11,6,7,8,9"
91725007,1,,Serous sac structure,,body structure,Concept,"10,11,6,7,8,9"
19787009,1,,Lower urinary tract structure,,body structure,Concept,"2,3,4,5,6,7,8"
34797008,1,,Axilla structure,,body structure,Concept,"2,3,4,5,6,7,8"
302539009,1,,Entire hand,,body structure,Concept,"2,3,4,5,6,7,8"
127908000,1,,Mononuclear phagocyte system structure,,body structure,Concept,"2,3,4,5,6,7,8"
91688001,1,,Lymphoid organ structure,,body structure,Concept,"2,3,4,5,6,7,8"
312683002,1,,Joint structure of limb,,body structure,Concept,"2,3,4,5,6,7,8"
699820000,1,,Structure of anogenital region,,body structure,Concept,"2,3,4,5,6,7,8"
119553000,1,,Venous system structure,,body structure,Concept,"2,3,4,5,6,7,8"
61685007,1,,Lower limb structure,"Lower extremity, including hip, thigh, leg, ankle, and foot",body structure,Concept,"2,3,4,5,6,7,8"
86969008,1,,Female external genitalia structure,,body structure,Concept,"2,3,4,5,6,7,8"
371398005,1,,Eye region structure,,body structure,Concept,"2,3,4,5,6,7,8"
362588004,1,,Entire reticuloendothelial system,,body structure,Concept,"2,3,4,5,6,7,8"
181768009,1,,Structure of lymphatic tissue,,body structure,Concept,"2,3,4,5,6,7,8"
79984008,1,,Skeletal muscle system structure,,body structure,Concept,"2,3,4,5,6,7,8"
421371008,1,,Structure of lateral half of head,,body structure,Concept,"3,4,5,6,7,8,9"
362077003,1,,Entire upper digestive tract,,body structure,Concept,"3,4,5,6,7,8,9"
113254000,1,,Structure of interstitial tissue of lung,,body structure,Concept,"3,4,5,6,7,8,9"
91724006,1,,Tracheobronchial structure,,body structure,Concept,"3,4,5,6,7,8,9"
420864000,1,,Group of anatomical entities,,body structure,Concept,"3,4,5,6,7,8,9"
53851002,1,,Structure of lower female genitourinary tract,,body structure,Concept,"3,4,5,6,7,8,9"
245461005,1,,Entire urinary tract,,body structure,Concept,"3,4,5,6,7,8,9"
362206001,1,,Entire lower genitourinary tract,,body structure,Concept,"3,4,5,6,7,8,9"
123852005,1,,Region of head,,body structure,Concept,"3,4,5,6,7,8,9"
181250005,1,,Entire small intestine,,body structure,Concept,"3,4,5,6,7,8,9"
372243000,1,,Vulval part,,body structure,Concept,"3,4,5,6,7,8,9"
280436005,1,,Regional joint structure,,body structure,Concept,"3,4,5,6,7,8,9"
118978001,1,,Structure of hematopoietic system subdivision,,body structure,Concept,"3,4,5,6,7,8,9"
8540005,1,,Bone structure of upper limb,,body structure,Concept,"3,4,5,6,7,8,9"
362884007,1,,Gland structure,,body structure,Concept,"3,4,5,6,7,8,9"
6989001,1,,Structure of thoracolumbar region of back,,body structure,Concept,"10,11,12,7,8,9"
85293002,1,,Structure of interstitial tissue,,body structure,Concept,"10,4,5,6,7,8,9"
31749008,1,,Structure of soft tissues of thorax,,body structure,Concept,"10,4,5,6,7,8,9"
48566001,1,,Bone structure of extremity,,body structure,Concept,"10,4,5,6,7,8,9"
119223006,1,,Female genital organ part,,body structure,Concept,"10,4,5,6,7,8,9"
836280005,1,,Structure of connective tissue of thorax,,body structure,Concept,"10,4,5,6,7,8,9"
361105006,1,,Entire genitourinary tract,,body structure,Concept,"10,4,5,6,7,8,9"
51282000,1,,Bone structure of spine,,body structure,Concept,"10,4,5,6,7,8,9"
362236005,1,,Entire female genitourinary system,,body structure,Concept,"10,4,5,6,7,8,9"
2748008,1,,Spinal cord structure,,body structure,Concept,"1,2,3,4,5,6,7,8"
113331007,1,,Structure of endocrine system,,body structure,Concept,"1,2,3,4,5,6,7,8"
181791008,1,,Structure of skull and/or spine and/or bones and/or joints,,body structure,Concept,"10,11,5,6,7,8,9"
243930007,1,,Entire spine,,body structure,Concept,"10,11,5,6,7,8,9"
1490004,1,,Structure of soft tissues of trunk,,body structure,Concept,"10,11,5,6,7,8,9"
312769007,1,,Bone structure of spine and/or pelvis,,body structure,Concept,"10,11,5,6,7,8,9"
51833009,1,,Peripheral vascular system structure,,body structure,Concept,"10,11,5,6,7,8,9"
281248001,1,,Nervous structure of trunk,,body structure,Concept,"2,3,4,5,6,7,8,9"
85562004,1,,Hand structure,,body structure,Concept,"2,3,4,5,6,7,8,9"
181131000,1,,Entire breast,,body structure,Concept,"2,3,4,5,6,7,8,9"
279973004,1,,Entire lower gastrointestinal tract,,body structure,Concept,"2,3,4,5,6,7,8,9"
281831001,1,,Entire visual system,,body structure,Concept,"2,3,4,5,6,7,8,9"
362426000,1,,"Entire spinal cord, roots and ganglia",,body structure,Concept,"2,3,4,5,6,7,8,9"
6013009,1,,Structure of reticuloendothelial system,,body structure,Concept,"2,3,4,5,6,7,8,9"
431938005,1,,Structure of urinary tract proper,,body structure,Concept,"2,3,4,5,6,7,8,9"
281904003,1,,Structure of urinary tract in pelvic cavity,,body structure,Concept,"2,3,4,5,6,7,8,9"
362234008,1,,Entire female external genitalia,,body structure,Concept,"2,3,4,5,6,7,8,9"
77142006,1,,External genitalia structure,,body structure,Concept,"2,3,4,5,6,7,8,9"
362589007,1,,Entire lymphoid system,,body structure,Concept,"2,3,4,5,6,7,8,9"
312763008,1,,Bone structure of trunk,,body structure,Concept,"10,11,12,6,7,8,9"
119199005,1,,Lung part,,body structure,Concept,"10,3,4,5,6,7,8,9"
699603002,1,,Entire viscus of abdomen proper,,body structure,Concept,"10,3,4,5,6,7,8,9"
281829005,1,,Structure of regional nervous system,,body structure,Concept,"10,3,4,5,6,7,8,9"
59183004,1,,Lower genitourinary tract structure,,body structure,Concept,"10,3,4,5,6,7,8,9"
44567001,1,,Tracheal structure,,body structure,Concept,"10,3,4,5,6,7,8,9"
307113009,1,,Wrist and hand structures,,body structure,Concept,"10,3,4,5,6,7,8,9"
118974004,1,,Female genital system subdivision,,body structure,Concept,"10,3,4,5,6,7,8,9"
826984001,1,,Structure of cavity and/or content of true pelvis,"This structure comprises the space and content within the boundaries of the cavity of the true pelvis (also known as the cavity of the minor or lesser pelvis) but excludes the walls that define and enclose the space. Previously SNOMED CT used the word 'compartment' to describe structures comprising the cavity and content but FMA has used the same word to include cavity, content and wall. As a consequence, the preferred notation is intra-abdominopelvic structure as this more clearly excludes the 'wall' structures. The intra-pelvic structure is bounded by, but excludes the following 'wall' structures: superiorly the superior pelvic aperture; inferiorly the inferior aperture of true pelvis and pelvic diaphragm; and laterally the pelvic wall. Note, the structures that form the boundaries are excluded. The content includes the urinary bladder, sigmoid colon (although it is acknowledged that this is mobile and sits in a variable location), rectum, anal canal, pelvic segment of ureter and the retropubic and presacral space; the female pelvis also includes the ovaries, fallopian tubes, uterus, vagina, female urethra, soft tissues including the broad ligament and the retrouterine pouch of Douglas.; the male true pelvis also includes the prostate, male urethra, seminal vesicles, soft tissues including the pubovesical and puboprostatic ligaments and the retrovesical space.",body structure,Concept,"10,3,4,5,6,7,8,9"
127868003,1,,Upper digestive tract structure,,body structure,Concept,"10,3,4,5,6,7,8,9"
182349006,1,,Genital region,,body structure,Concept,"10,3,4,5,6,7,8,9"
21844003,1,,Pelvic cavity structure,,body structure,Concept,"10,3,4,5,6,7,8,9"
265796001,1,,Entire vulva,,body structure,Concept,"10,3,4,5,6,7,8,9"
245255009,1,,Structure of lymphoreticular system,,body structure,Concept,"10,3,4,5,6,7,8,9"
955009,1,,Bronchial structure,,body structure,Concept,"1,2,3,4,5,6,7,8,9"
12738006,1,,Brain structure,,body structure,Concept,"1,2,3,4,5,6,7,8,9"
413344004,1,,Female genital tract structure,,body structure,Concept,"1,2,3,4,5,6,7,8,9"
822979009,1,,Entire organ within abdominopelvic cavity,,body structure,Concept,"10,11,4,5,6,7,8,9"
1172989009,1,,Structure of cavity and/or content of pelvis,,body structure,Concept,"10,11,4,5,6,7,8,9"
272630009,1,,Entire female genital organ,,body structure,Concept,"10,11,4,5,6,7,8,9"
303417002,1,,Larynx and/or tracheal structures,,body structure,Concept,"10,11,4,5,6,7,8,9"
91808001,1,,Organ cavity structure,,body structure,Concept,"10,11,4,5,6,7,8,9"
363043001,1,,Connective tissue by site,,body structure,Concept,"10,11,4,5,6,7,8,9"
272624009,1,,Structure of subdivision of abdominopelvic cavity,,body structure,Concept,"10,11,4,5,6,7,8,9"
58675001,1,,Upper respiratory tract structure,,body structure,Concept,"10,11,12,5,6,7,8,9"
421060004,1,,Structure of vertebral column,,body structure,Concept,"10,11,12,5,6,7,8,9"
128181006,1,,Genital organ,,body structure,Concept,"10,11,12,5,6,7,8,9"
127882003,1,,Female genital organ structure,,body structure,Concept,"10,11,12,5,6,7,8,9"
289959001,1,,Musculoskeletal structure of spine,,body structure,Concept,"10,11,12,5,6,7,8,9"
406121007,1,,Structure of subregion of head,,body structure,Concept,"10,2,3,4,5,6,7,8,9"
389079005,1,,Brain and spinal cord structure,,body structure,Concept,"10,2,3,4,5,6,7,8,9"
91715002,1,,"Spinal cord, roots and ganglia structure",,body structure,Concept,"10,2,3,4,5,6,7,8,9"
308734009,1,,Structure of artery of trunk,,body structure,Concept,"10,2,3,4,5,6,7,8,9"
281243005,1,,Musculoskeletal structure of upper limb,,body structure,Concept,"10,2,3,4,5,6,7,8,9"
76752008,1,,Breast structure,,body structure,Concept,"10,2,3,4,5,6,7,8,9"
256876008,1,,Entire intestine,,body structure,Concept,"10,2,3,4,5,6,7,8,9"
699884007,1,,Structure of female genitourinary tract,,body structure,Concept,"10,2,3,4,5,6,7,8,9"
385383008,1,,"Structure of ear, nose, and/or throat",,body structure,Concept,"10,11,12,13,6,7,8,9"
272628007,1,,Urogenital organ,,body structure,Concept,"10,11,12,13,6,7,8,9"
700037000,1,,Structure of genital organ,,body structure,Concept,"10,11,12,13,6,7,8,9"
714319008,1,,Entire organ in urogenital system,,body structure,Concept,"10,11,12,13,6,7,8,9"
251007,1,,Pectoral region structure,,body structure,Concept,"10,11,3,4,5,6,7,8,9"
279972009,1,,Entire gastrointestinal tract,,body structure,Concept,"10,11,3,4,5,6,7,8,9"
122490001,1,,Lymphoid system structure,"Lymphoid system consists of lymph nodes, lymphatic vessels and organs that contain lymphoid tissue, e.g. thymus, spleen.",body structure,Concept,"10,11,3,4,5,6,7,8,9"
276434005,1,,Entire abdominal viscus,,body structure,Concept,"10,11,3,4,5,6,7,8,9"
181216001,1,,Entire lung,,body structure,Concept,"10,11,3,4,5,6,7,8,9"
281242000,1,,Musculoskeletal structure of limb,,body structure,Concept,"10,11,3,4,5,6,7,8,9"
699881004,1,,Structure of genitourinary tract,,body structure,Concept,"10,11,3,4,5,6,7,8,9"
80266002,1,,Structure of true pelvis,"The true pelvis, also known as the minor or lesser pelvis, consists of structures comprising the wall, space and contents and is bounded by, and includes: superiorly the superior pelvic aperture; inferiorly the inferior aperture of true pelvis and pelvic diaphragm; and laterally the skeletal pelvic wall comprised of the bones, joints, ligaments of the pelvis and associated muscles (piriformis and obturator internus). The content includes the urinary bladder, sigmoid colon (although it is acknowledged that this is mobile and sits in a variable location), rectum, anal canal, pelvic segment of ureter and the retropubic and presacral space; the female pelvis also includes the ovaries, fallopian tubes, uterus, vagina, female urethra, soft tissues including the broad ligament and the retrouterine pouch of Douglas; the male true pelvis also contains the prostate, male urethra, seminal vesicles, soft tissues including the pubovesical and puboprostatic ligaments and the retrovesical space.",body structure,Concept,"10,11,3,4,5,6,7,8,9"
312564004,1,,Bone and/or joint structure of limb,,body structure,Concept,"10,11,3,4,5,6,7,8,9"
32655009,1,,Structure of mammary region,,body structure,Concept,"10,11,3,4,5,6,7,8,9"
51840005,1,,Systemic circulatory system structure,,body structure,Concept,"1,10,11,12,2,6,7,8,9"
35461009,1,,Urinary tract structure,,body structure,Concept,"1,10,2,3,4,5,6,7,8,9"
281159003,1,,Systemic arterial structure,,body structure,Concept,"1,10,2,3,4,5,6,7,8,9"
49549006,1,,Visual system structure,"The eye, ocular adnexa, afferent visual pathways, efferent visual pathways, and pupil innervation pathways",body structure,Concept,"1,10,2,3,4,5,6,7,8,9"
63698005,1,,Anterior chest wall structure,,body structure,Concept,"10,11,12,4,5,6,7,8,9"
272631008,1,,Entire abdominal organ,,body structure,Concept,"10,11,12,4,5,6,7,8,9"
280441002,1,,Regional bone structure,,body structure,Concept,"10,11,12,13,5,6,7,8,9"
181608004,1,,Entire chest wall,,body structure,Concept,"10,11,12,13,5,6,7,8,9"
361725000,1,,Entire axial skeleton,,body structure,Concept,"10,11,12,13,5,6,7,8,9"
272646001,1,,Structure of sensory nervous system,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
51114001,1,,Arterial structure,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
896766000,1,,Structure of free upper limb,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
361380005,1,,Entire respiratory airway,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
305072005,1,,Structure of breast and/or endocrine system,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
265797005,1,,Entire female perineum,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
119198002,1,,Tracheobronchial tree part,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
422614002,1,,Structure of half of thorax lateral to midsagittal plane,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
281157001,1,,Systemic vascular structure,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
57645008,1,,Structure of special senses organ system,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
264452006,1,,Entire cranial cavity,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
361384001,1,,Entire tracheobronchial tree,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
118972000,1,,Urinary system subdivision,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
362681002,1,,Entire urogenital region of perineum,,body structure,Concept,"10,11,2,3,4,5,6,7,8,9"
727451001,1,,Entire wall of body region,,body structure,Concept,"10,11,12,13,14,6,7,8,9"
127948008,1,,Structure of region of upper extremity,,body structure,Concept,"10,11,12,3,4,5,6,7,8,9"
361110005,1,,Entire respiratory tract,,body structure,Concept,"10,11,12,3,4,5,6,7,8,9"
361386004,1,,Entire female genital system,,body structure,Concept,"10,11,12,3,4,5,6,7,8,9"
714324006,1,,Entire organ in respiratory system,,body structure,Concept,"10,11,12,3,4,5,6,7,8,9"
118973005,1,,Genitourinary system subdivision,,body structure,Concept,"10,11,12,3,4,5,6,7,8,9"
1101003,1,,Cranial cavity structure,,body structure,Concept,"10,11,12,3,4,5,6,7,8,9"
362597000,1,,Entire lymphatic system,,body structure,Concept,"10,11,12,3,4,5,6,7,8,9"
116005007,1,,Parenchymatous viscus,,body structure,Concept,"10,11,12,3,4,5,6,7,8,9"
422697005,1,,Structure of half of trunk lateral to midsagittal plane,,body structure,Concept,"10,11,12,3,4,5,6,7,8,9"
362590003,1,,Entire immune system,,body structure,Concept,"10,11,12,3,4,5,6,7,8,9"
113276009,1,,Intestinal structure,,body structure,Concept,"1,10,11,2,3,4,5,6,7,8,9"
74281007,1,,Myocardium structure,,body structure,Concept,"1,10,11,2,3,4,5,6,7,8,9"
372216005,1,,Part of chest wall,,body structure,Concept,"10,11,12,13,4,5,6,7,8,9"
1179331009,1,,Structure of parenchymatous viscus,,body structure,Concept,"10,11,12,13,4,5,6,7,8,9"
304783003,1,,Musculoskeletal structure of trunk,,body structure,Concept,"10,11,12,13,4,5,6,7,8,9"
361922007,1,,Entire upper aerodigestive tract,,body structure,Concept,"10,11,12,13,4,5,6,7,8,9"
119253004,1,,Upper aerodigestive tract structure,,body structure,Concept,"10,11,12,13,14,5,6,7,8,9"
6834003,1,,Axial skeleton structure,,body structure,Concept,"10,11,12,13,14,5,6,7,8,9"
272657006,1,,Cardiac wall structure,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
115983005,1,,Female perineal structure,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
128319008,1,,Intracranial structure,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
372198002,1,,Lower gastrointestinal tract part,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
786857006,1,,Structure of intestine and/or mesentery,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
281488008,1,,Entire lower respiratory tract,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
870435006,1,,Structure of striated muscle,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
302550007,1,,Entire neck,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
67149001,1,,Structure of urogenital region of perineum,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
362030008,1,,Entire arterial system,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
699602007,1,,Structure of viscus of abdomen proper,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
362204003,1,,Entire urinary system,,body structure,Concept,"10,11,12,2,3,4,5,6,7,8,9"
11527006,1,,Arterial system structure,,body structure,Concept,"10,11,12,13,3,4,5,6,7,8,9"
818988007,1,,Intra-abdominopelvic structure excluding intra-pelvic structure of true pelvis,"This structure comprises the space and content within the boundaries of the abdominal proper cavity but excludes the walls that define and enclose the space. Previously SNOMED CT used the word 'compartment' to describe structures comprising the cavity and content but FMA has used the same word to include cavity, content and wall. As a consequence, the preferred notation is intra-abdominopelvic proper structure as this more clearly excludes the 'wall' structures. The intra-abdominopelvic proper structure is bounded by, but excludes the following 'wall' structures: superiorly the thoracic diaphragm; inferiorly the superior pelvic aperture; anteriorly the anterior abdominal (including the lateral abdominal wall); and posteriorly the posterior wall of abdomen proper. Note, the structures that form the boundaries are excluded.",body structure,Concept,"10,11,12,13,3,4,5,6,7,8,9"
119210004,1,,Digestive organ part,,body structure,Concept,"10,11,12,13,3,4,5,6,7,8,9"
243990009,1,,Entire perineum,,body structure,Concept,"10,11,12,13,3,4,5,6,7,8,9"
361107003,1,,Entire genital system,,body structure,Concept,"10,11,12,13,3,4,5,6,7,8,9"
818981001,1,,Structure of abdominal cross-sectional segment of trunk,This cross-sectional segment is bounded superiorly by a virtual horizontal plane at the level of the junction between T8 and T9 (and thus also includes part of the thoracic volume below this level) and inferiorly by a virtual horizontal plane at the level of the plane traversing the superior boundary of the iliac crest. The volume includes the entire transverse thickness of the body over the longitudinal extent between the superior (upper) and inferior (lower) boundaries including the skin and subcutaneous tissue. The segment relates to the projectional volume as perceived by transmissive or emissive imaging.,body structure,Concept,"10,11,12,13,3,4,5,6,7,8,9"
870434005,1,,Structure of striated muscle and/or smooth muscle,,body structure,Concept,"10,11,12,13,3,4,5,6,7,8,9"
787075000,1,,Structure of abdomen proper,,body structure,Concept,"10,11,12,13,3,4,5,6,7,8,9"
89187006,1,,Airway structure,,body structure,Concept,"1,10,11,12,2,3,4,5,6,7,8,9"
272626006,1,,Respiratory organ,,body structure,Concept,"1,10,11,12,2,3,4,5,6,7,8,9"
39607008,1,,Lung structure,,body structure,Concept,"1,10,11,12,2,3,4,5,6,7,8,9"
39352004,1,,Joint structure,,body structure,Concept,"1,10,11,12,2,3,4,5,6,7,8,9"
819005001,1,,Structure of subdivision of abdominopelvic cavity and/or content,,body structure,Concept,"10,11,12,13,14,4,5,6,7,8,9"
312717002,1,,Structure of regional musculoskeletal system,,body structure,Concept,"10,11,12,13,14,4,5,6,7,8,9"
78904004,1,,Chest wall structure,,body structure,Concept,"10,11,12,13,14,4,5,6,7,8,9"
123854006,1,,Structure of wall of body region,,body structure,Concept,"10,11,12,13,14,15,5,6,7,8,9"
119202000,1,,Heart part,,body structure,Concept,"10,11,12,13,2,3,4,5,6,7,8,9"
58240005,1,,Hair structure,,body structure,Concept,"10,11,12,13,2,3,4,5,6,7,8,9"
